0 1
0 4
0 5
0 6
0 7
0 8
0 9
0 10
0 12
0 13
0 14
0 15
0 16
0 17
0 18
0 21
0 23
0 24
0 26
0 27
0 28
0 29
0 30
0 32
0 34
0 36
0 38
0 39
0 42
0 43
0 44
0 45
0 46
0 47
0 48
0 49
0 50
0 51
0 52
0 53
0 54
0 55
0 56
0 57
0 58
0 59
0 60
0 61
0 62
0 63
0 64
0 67
0 68
0 70
0 73
0 74
0 75
0 77
0 78
0 79
0 82
0 83
0 84
0 85
0 88
0 89
0 90
0 93
0 96
0 97
0 98
1 3
1 4
1 6
1 9
1 12
1 14
1 15
1 17
1 19
1 20
1 21
1 22
1 23
1 26
1 30
1 32
1 33
1 34
1 38
1 46
1 50
1 51
1 52
1 54
1 55
1 56
1 59
1 60
1 62
1 64
1 66
1 67
1 68
1 70
1 71
1 73
1 75
1 76
1 82
1 83
1 85
1 86
1 91
1 93
1 96
1 99
3 4
3 9
3 15
3 19
3 20
3 22
3 23
3 26
3 30
3 32
3 33
3 34
3 38
3 46
3 50
3 59
3 60
3 66
3 67
3 68
3 70
3 71
3 73
3 76
3 82
3 85
3 86
3 91
3 93
3 99
4 5
4 7
4 9
4 11
4 12
4 13
4 14
4 15
4 17
4 18
4 19
4 20
4 22
4 23
4 24
4 25
4 26
4 28
4 29
4 30
4 32
4 33
4 34
4 36
4 37
4 38
4 39
4 42
4 43
4 44
4 45
4 46
4 49
4 50
4 51
4 53
4 54
4 55
4 56
4 59
4 60
4 61
4 62
4 63
4 64
4 66
4 67
4 68
4 69
4 70
4 71
4 72
4 73
4 75
4 76
4 77
4 78
4 79
4 82
4 84
4 85
4 86
4 89
4 91
4 92
4 93
4 95
4 96
4 97
4 99
5 7
5 9
5 11
5 12
5 13
5 14
5 15
5 17
5 18
5 19
5 20
5 21
5 23
5 24
5 25
5 27
5 28
5 29
5 33
5 36
5 37
5 39
5 42
5 43
5 44
5 45
5 46
5 48
5 49
5 51
5 53
5 54
5 55
5 56
5 57
5 58
5 59
5 60
5 61
5 62
5 63
5 66
5 67
5 68
5 69
5 73
5 75
5 77
5 78
5 79
5 82
5 84
5 88
5 89
5 92
5 95
5 97
6 8
6 9
6 12
6 14
6 15
6 17
6 19
6 21
6 23
6 30
6 32
6 34
6 44
6 50
6 51
6 52
6 54
6 55
6 56
6 59
6 60
6 62
6 64
6 67
6 68
6 74
6 75
6 77
6 79
6 82
6 83
6 91
6 93
6 96
6 98
6 99
7 8
7 11
7 12
7 13
7 14
7 16
7 17
7 18
7 20
7 22
7 23
7 26
7 28
7 29
7 32
7 36
7 38
7 39
7 42
7 44
7 45
7 46
7 49
7 51
7 53
7 54
7 55
7 56
7 59
7 60
7 62
7 63
7 64
7 68
7 70
7 71
7 72
7 75
7 77
7 78
7 79
7 82
7 84
7 88
7 90
7 96
7 97
7 99
8 9
8 10
8 12
8 14
8 15
8 16
8 17
8 19
8 21
8 22
8 23
8 24
8 25
8 26
8 28
8 29
8 32
8 34
8 36
8 37
8 38
8 39
8 43
8 44
8 47
8 49
8 50
8 51
8 54
8 55
8 56
8 61
8 62
8 63
8 64
8 68
8 70
8 74
8 75
8 77
8 78
8 79
8 80
8 81
8 82
8 83
8 88
8 89
8 90
8 91
8 94
8 95
8 96
8 97
8 98
8 99
9 12
9 14
9 15
9 17
9 19
9 20
9 21
9 22
9 23
9 24
9 26
9 27
9 30
9 32
9 33
9 34
9 38
9 43
9 44
9 45
9 46
9 48
9 50
9 51
9 56
9 57
9 58
9 59
9 60
9 62
9 63
9 64
9 66
9 67
9 68
9 70
9 71
9 73
9 74
9 76
9 77
9 79
9 82
9 85
9 86
9 88
9 89
9 91
9 93
9 96
9 98
9 99
10 14
10 17
10 21
10 22
10 23
10 24
10 25
10 26
10 27
10 29
10 36
10 37
10 39
10 43
10 46
10 47
10 48
10 50
10 51
10 53
10 54
10 55
10 60
10 61
10 63
10 70
10 74
10 78
10 80
10 81
10 83
10 84
10 85
10 89
10 94
10 95
10 96
10 97
10 98
11 12
11 13
11 14
11 19
11 20
11 22
11 23
11 24
11 25
11 26
11 28
11 29
11 33
11 36
11 37
11 39
11 42
11 43
11 49
11 51
11 54
11 60
11 61
11 64
11 66
11 67
11 69
11 71
11 72
11 75
11 79
11 82
11 89
11 92
11 95
11 96
11 97
11 99
12 13
12 14
12 15
12 17
12 19
12 20
12 21
12 22
12 23
12 24
12 25
12 26
12 28
12 29
12 30
12 32
12 33
12 34
12 36
12 37
12 39
12 42
12 43
12 44
12 49
12 50
12 51
12 52
12 54
12 55
12 56
12 59
12 60
12 61
12 62
12 64
12 66
12 67
12 68
12 69
12 71
12 72
12 74
12 75
12 77
12 79
12 82
12 83
12 89
12 91
12 92
12 93
12 95
12 96
12 97
12 98
12 99
13 14
13 17
13 18
13 20
13 22
13 23
13 26
13 28
13 36
13 39
13 42
13 44
13 45
13 46
13 49
13 51
13 53
13 54
