1 2 0.1
1 3 0.2
1 4 0.4
1 5 0.1
1 6 0.1
1 7 0.1
1 8 0.2
1 9 0.1
1 10 0.1
1 11 0.2
1 12 0.1
1 13 0.4
1 15 0.2
1 16 0.3
1 18 0.2
1 19 0.1
1 20 0.2
1 22 0.1
1 23 0.1
1 24 0.2
1 25 0.2
1 27 0.1
1 28 0.1
1 31 0.1
1 34 0.2
1 35 0.1
1 36 0.2
1 37 0.1
1 38 0.1
1 39 0.3
1 42 0.1
1 43 0.2
1 45 0.1
1 47 0.1
1 48 0.1
1 49 0.1
1 50 0.1
1 51 0.1
1 52 0.1
1 56 0.1
1 57 0.2
1 59 0.1
1 61 0.2
1 63 0.1
1 64 0.1
1 65 0.1
1 67 0.2
1 69 0.2
1 70 0.3
1 71 0.1
1 73 0.2
1 74 0.1
1 75 0.2
1 76 0.1
1 77 0.2
1 78 0.2
1 79 0.3
1 80 0.2
1 81 0.1
1 82 0.1
1 83 0.2
1 84 0.1
1 85 0.1
1 86 0.4
1 87 0.1
1 88 0.1
1 90 0.1
1 91 0.2
1 92 0.3
1 94 0.1
1 95 0.1
1 97 0.1
1 99 0.2
2 4 0.2
2 5 0.2
2 8 0.3
2 9 0.2
2 10 0.1
2 11 0.1
2 13 0.2
2 15 0.2
2 16 0.1
2 17 0.2
2 18 0.2
2 19 0.3
2 20 0.2
2 21 0.2
2 22 0.1
2 25 0.3
2 26 0.1
2 28 0.2
2 29 0.1
2 31 0.1
2 32 0.1
2 33 0.2
2 34 0.2
2 35 0.3
2 36 0.2
2 37 0.1
2 38 0.1
2 41 0.2
2 42 0.1
2 43 0.2
2 44 0.1
2 45 0.1
2 47 0.1
2 48 0.1
2 49 0.1
2 51 0.1
2 53 0.1
2 54 0.1
2 56 0.2
2 57 0.2
2 58 0.1
2 59 0.2
2 61 0.2
2 63 0.1
2 64 0.1
2 67 0.2
2 70 0.1
2 74 0.2
2 75 0.2
2 76 0.1
2 77 0.3
2 78 0.1
2 79 0.2
2 80 0.2
2 81 0.2
2 83 0.1
2 86 0.2
2 88 0.1
2 91 0.1
2 92 0.2
2 93 0.2
2 95 0.1
2 96 0.1
2 97 0.1
2 98 0.2
2 99 0.1
3 4 0.2
3 5 0.1
3 8 0.1
3 9 0.1
3 10 0.1
3 11 0.1
3 12 0.1
3 13 0.2
3 15 0.1
3 16 0.2
3 20 0.1
3 24 0.1
3 25 0.1
3 27 0.1
3 31 0.1
3 36 0.1
3 38 0.1
3 39 0.2
3 42 0.1
3 45 0.1
3 48 0.1
3 51 0.1
3 52 0.1
3 56 0.1
3 61 0.1
3 65 0.1
3 69 0.1
3 70 0.1
3 71 0.1
3 73 0.1
3 76 0.1
3 77 0.1
3 78 0.1
3 79 0.1
3 80 0.1
3 81 0.1
3 82 0.1
3 83 0.1
3 84 0.1
3 86 0.2
3 87 0.1
3 88 0.1
3 91 0.1
3 92 0.2
3 94 0.1
3 95 0.1
3 99 0.2
4 5 0.3
4 6 0.2
4 7 0.1
4 8 0.4
4 9 0.3
4 10 0.2
4 11 0.3
4 12 0.3
4 13 0.4
4 14 0.1
4 15 0.3
4 16 0.4
4 17 0.1
4 18 0.5
4 19 0.4
4 20 0.3
4 21 0.3
4 22 0.2
4 23 0.2
4 24 0.2
4 25 0.4
4 27 0.1
4 28 0.1
4 29 0.1
4 30 0.1
4 31 0.2
4 32 0.1
4 33 0.2
4 34 0.3
4 35 0.4
4 36 0.3
4 37 0.1
4 38 0.2
4 39 0.4
4 41 0.1
4 42 0.2
4 43 0.5
4 44 0.3
4 45 0.3
4 47 0.1
4 48 0.1
4 49 0.3
4 50 0.1
4 51 0.1
4 52 0.1
4 54 0.2
4 56 0.2
4 57 0.3
4 59 0.3
4 60 0.1
4 61 0.3
4 62 0.1
4 63 0.3
4 64 0.1
4 65 0.2
4 67 0.2
4 68 0.2
4 69 0.3
4 70 0.3
4 71 0.2
4 73 0.3
4 74 0.1
4 75 0.2
4 76 0.2
4 77 0.4
4 78 0.3
4 79 0.4
4 80 0.3
4 81 0.3
4 82 0.2
4 83 0.2
4 84 0.2
4 85 0.1
4 86 0.4
4 87 0.2
4 88 0.1
4 90 0.1
4 91 0.2
4 92 0.4
4 93 0.2
4 94 0.1
4 95 0.2
4 97 0.4
4 98 0.2
4 99 0.3
5 6 0.1
5 8 0.2
5 9 0.2
5 10 0.1
5 11 0.1
5 12 0.2
5 13 0.1
5 15 0.1
5 16 0.1
5 17 0.2
5 18 0.1
5 19 0.2
5 20 0.1
5 21 0.2
5 24 0.1
5 25 0.1
5 26 0.1
5 27 0.1
5 28 0.1
5 29 0.1
5 32 0.1
5 33 0.3
5 34 0.1
5 35 0.3
5 36 0.2
5 38 0.1
5 39 0.2
5 41 0.1
5 43 0.2
5 44 0.2
5 45 0.1
5 48 0.2
5 51 0.2
5 52 0.1
5 54 0.2
5 56 0.1
5 57 0.1
5 58 0.1
5 59 0.2
5 61 0.2
5 65 0.2
5 68 0.1
5 70 0.1
5 73 0.1
5 74 0.1
5 76 0.2
5 77 0.1
5 78 0.2
5 80 0.2
5 81 0.3
5 82 0.1
5 83 0.1
5 86 0.1
5 87 0.1
5 92 0.3
5 93 0.2
5 94 0.1
5 95 0.1
5 96 0.1
5 97 0.1
5 98 0.3
5 99 0.3
6 7 0.1
6 8 0.1
6 9 0.1
6 11 0.1
6 12 0.1
6 13 0.1
6 15 0.1
6 17 0.1
6 18 0.1
6 19 0.1
6 20 0.1
6 21 0.1
6 23 0.1
6 24 0.1
6 33 0.1
6 34 0.1
6 35 0.2
6 36 0.1
6 38 0.1
6 39 0.2
6 43 0.2
6 44 0.1
6 45 0.1
6 50 0.1
6 54 0.1
6 57 0.1
6 59 0.1
6 61 0.1
6 64 0.1
6 65 0.1
6 67 0.1
6 68 0.1
6 69 0.1
6 70 0.1
6 73 0.1
6 75 0.1
6 78 0.1
6 79 0.1
6 80 0.2
6 81 0.1
6 83 0.1
6 85 0.1
6 86 0.1
6 90 0.1
6 92 0.1
6 93 0.1
6 97 0.1
6 98 0.1
6 99 0.1
7 8 0.1
7 11 0.1
7 13 0.1
7 15 0.1
7 18 0.1
7 20 0.1
7 23 0.1
7 24 0.1
7 34 0.1
7 35 0.1
7 36 0.1
7 39 0.1
7 43 0.1
7 50 0.1
7 57 0.1
7 59 0.1
7 61 0.1
7 64 0.1
7 67 0.1
7 69 0.1
7 70 0.1
7 73 0.1
7 75 0.1
7 78 0.1
7 79 0.1
7 80 0.1
7 83 0.1
7 85 0.1
7 86 0.1
7 90 0.1
8 9 0.3
8 10 0.1
8 11 0.3
8 12 0.1
8 13 0.3
8 14 0.1
8 15 0.4
8 16 0.1
8 17 0.2
8 18 0.3
8 19 0.3
8 20 0.4
8 21 0.2
8 22 0.1
8 23 0.1
8 24 0.1
8 25 0.3
8 26 0.1
8 28 0.1
8 29 0.1
8 30 0.1
8 31 0.3
8 32 0.1
8 33 0.2
8 34 0.2
8 35 0.4
8 36 0.4
8 38 0.2
8 39 0.2
8 41 0.3
8 42 0.3
8 43 0.2
8 44 0.1
8 45 0.2
8 48 0.1
8 49 0.1
8 50 0.1
8 51 0.1
8 53 0.1
8 54 0.1
8 56 0.3
8 57 0.3
8 58 0.1
8 59 0.4
8 61 0.4
8 62 0.1
8 63 0.1
8 64 0.2
8 67 0.2
8 68 0.1
8 69 0.2
8 70 0.1
8 71 0.1
8 73 0.2
8 74 0.1
8 75 0.2
8 76 0.1
8 77 0.4
8 78 0.2
8 79 0.4
8 80 0.4
8 81 0.2
8 82 0.1
8 83 0.3
8 84 0.1
8 85 0.1
8 86 0.3
8 88 0.2
8 90 0.1
8 91 0.1
8 92 0.2
8 93 0.2
8 95 0.2
8 96 0.1
8 97 0.1
8 98 0.2
